"SpeciesID","Taxon","CommonName","ScientificName","TSNID","model_north","model_south","model_region","habitat_assoc","native","version","yr_first","yr_last","method","hf","veg","model","Mean","Max","Limit","Predicted","Keep","CI_Level","Abund_Curr_Est","Abund_Curr_LCL","Abund_Curr_UCL","Abund_Ref_Est","Abund_Ref_LCL","Abund_Ref_UCL","SI_Est","SI2_Est","SI2_LCL","SI2_UCL","Current_Misc","Current_Agriculture","Current_Forestry","Current_RuralUrban","Current_Energy","Current_Transportation","Reference_Misc","Reference_Agriculture","Reference_Forestry","Reference_RuralUrban","Reference_Energy","Reference_Transportation","Area_Misc","Area_Agriculture","Area_Forestry","Area_RuralUrban","Area_Energy","Area_Transportation","Total_Misc","Total_Agriculture","Total_Forestry","Total_RuralUrban","Total_Energy","Total_Transportation","UnderHF_Misc","UnderHF_Agriculture","UnderHF_Forestry","UnderHF_RuralUrban","UnderHF_Energy","UnderHF_Transportation","Unit_Misc","Unit_Agriculture","Unit_Forestry","Unit_RuralUrban","Unit_Energy","Unit_Transportation","Comments","tnice","display"
"BlueJay","birds","Blue Jay","Cyanocitta cristata","179680",TRUE,TRUE,"North and South","Upland",TRUE,2017,1997,2015,"point_count","2012","v5","poisson_log",0.00559979276974781,0.0156961447183909,0.01,TRUE,TRUE,0.9,263.886434954913,242.177193583296,341.822654859993,318.525779171532,304.179978733671,428.692978615486,82.8461783034539,82.8461783034539,73.5561176076584,86.6294548875026,0.00109049309052046,54.1292349410671,21.4062913616467,3.19615992033781,4.81120241061947,2.43823919200505,0.264885256211312,113.627054605378,13.4917838386351,2.29991487452545,5.72222743033985,5.21569653029588,0.14854011818973,17.7953172727361,7.33707375404924,0.482881207024396,2.10200322783778,1.11490861682384,-0.082817398267389,-18.6791222421813,2.48473060598008,0.281372844654347,-0.286012963248973,-0.87197254348293,-99.5883149156288,-52.3623708023977,58.6616834191158,38.9686181753701,-15.9208110969171,-53.2518968877445,-55.7542294140405,-104.96650301818,33.8654167761198,58.2695786378226,-13.6066852543885,-78.2102255131018,"","Birds","Blue Jay (Cyanocitta cristata)"
"Carex.pellita","vplants",NA,"Carex pellita","99004154",FALSE,TRUE,"South","Lowland",TRUE,2017,2003,2016,"centre_plot","2014v2","v6","binomial_logit",0.00561492328339848,0.178680126886581,0.01,TRUE,TRUE,0.9,47.2678884599206,0.0829809226950292,143.66460677153,109.410717045382,0.278536552674589,255.407558953385,43.2022472170754,43.2022472170754,36.4632022634213,68.0800042105909,0.0313741128970312,12.9603150978209,0,0.362471650335951,0.101382712468965,0.245304273456644,0.320780978962229,67.3014381987625,2.05225961273274,1.63077574738679,1.63527980138951,2.90314209320672,0.236739624164801,17.8578868900886,7.71951423223884,0.466545114082945,2.0687661421103,1.34317530606554,-0.26451418460694,-49.6670934698306,-1.87573911235908,-1.15921376927341,-1.40196237657807,-2.42922987027646,-90.2194597078259,-80.7428853755769,-100,-77.7730536576357,-93.8002834510143,-91.5503869400451,-111.732113092654,-278.124135153956,-24.2986677131246,-248.467668888141,-67.7680453116833,-180.857246206545,"","Vascular plants","Carex pellita"
"Eriophorum.brachyantherum","vplants",NA,"Eriophorum brachyantherum","99004216",TRUE,FALSE,"North","NotAssessed",TRUE,2017,2003,2016,"centre_plot","2014v2","v6","binomial_logit",0.0043662541062029,0.101186706971115,0.01,TRUE,TRUE,0.9,273.126097264755,131.068149469064,669.366560419423,281.400633908825,140.03790899747,721.182661012617,97.0595174114813,97.0595174114813,87.7804802841037,103.071353784242,0.00209303790490829,0.415795081615981,3.57236654304901,0.011245611163085,11.0920443355938,6.11206137406981,0.414735711605552,9.84522250072649,7.24547458828254,0.419943472270568,8.83368805048995,2.72107830409174,0.236739624164801,17.8578868900886,7.71951423223884,0.466545114082945,2.0687661421103,1.34317530606554,-0.146638857194025,-3.35089061034798,-1.30529487237176,-0.145237007973444,0.802541292723454,1.20503746664507,-99.4953321244497,-95.7766817196331,-50.6952029225763,-97.322113116253,25.5652709513398,124.619091809264,-61.9409858874938,-18.7642055914677,-16.9090286396583,-31.1303245044001,38.7932341112659,89.7155763066322,"","Vascular plants","Eriophorum brachyantherum"
"Goodyera.repens","vplants",NA,"Goodyera repens","99003812",TRUE,FALSE,"North","Upland",TRUE,2017,2003,2016,"centre_plot","2014v2","v6","binomial_logit",0.0320845062532997,0.115693876470652,0.01,TRUE,TRUE,0.9,1150.45458040584,883.090712765668,1814.89383044046,1847.98370800167,1141.86207481551,2468.95594285795,62.2545845736862,62.2545845736862,60.9369771262845,80.9922399042679,0.0021604603554209,0.466085123012609,23.9132809784531,0.0124181751011902,0.431808243923714,0.226267993782002,3.77094477888228,528.402879414066,116.397297598441,10.7350627653035,35.6673066236195,27.6076573901435,0.236739624164801,17.8578868900886,7.71951423223884,0.466545114082945,2.0687661421103,1.34317530606554,-0.203940343316244,-28.5682602073339,-5.0045904744472,-0.580234800976537,-1.90669962224927,-1.4816899779907,-99.9427077169753,-99.911793606513,-79.4554672042717,-99.8843213554249,-98.7893444030401,-99.1804158151326,-86.1454199041374,-159.975591642871,-64.830380823014,-124.368423001721,-92.1660299556279,-110.312479041243,"","Vascular plants","Goodyera repens"
"Lathyrus.ochroleucus","vplants",NA,"Lathyrus ochroleucus","99003749",TRUE,TRUE,"North and South","Upland",TRUE,2017,2003,2016,"centre_plot","2014v2","v6","binomial_logit",0.492395240983117,0.858601210241503,0.01,TRUE,TRUE,0.9,22868.3565006802,23815.4383132961,27160.4863847565,28113.7906987296,26308.8125906664,30294.1451421657,81.34213114745,81.34213114745,85.6617266599191,93.8034880255719,13.2326496862364,1100.48258997749,2418.42725011804,83.5173962715697,823.596803543232,499.803735534885,62.1451649522243,6559.56458843609,2393.43969310087,170.490056534196,560.136737437394,438.718382720032,0.236739624164801,17.8578868900886,7.71951423223884,0.466545114082945,2.0687661421103,1.34317530606554,-0.173980505831247,-19.4178083523447,0.0888800705850656,-0.309359421483338,0.937120393792158,0.217278962732027,-78.7068717310359,-83.223237226484,1.04400194787424,-51.0133329946909,47.0349556629972,13.9235909004146,-73.4902348709208,-108.735196229302,1.15136869900282,-66.308575986574,45.2985175422594,16.1765155859279,"Current abundance estimate is outside of CI: region probably too small. Two-sided intactness estimate is outside of CI.","Vascular plants","Lathyrus ochroleucus"
"LincolnsSparrow","birds","Lincoln's Sparrow","Melospiza lincolnii","179484",TRUE,TRUE,"North and South","Lowland",TRUE,2017,1997,2015,"point_count","2012","v5","poisson_log",0.0926996523629524,0.218098122777982,0.01,TRUE,TRUE,0.9,5234.58714958003,5203.48501901314,5797.74959632868,5048.5209930478,5023.74491296822,5557.4475731045,96.4454473444548,103.554552655545,101.397163178435,106.232349067108,0.00526038639068514,800.599783393878,533.692228945951,14.9482670983744,156.905147067278,54.4315308384438,3.58494502993395,962.882256702119,223.684434996528,18.8204681024218,111.768462942254,53.7754934248365,0.14854011818973,17.7953172727361,7.33707375404924,0.482881207024396,2.10200322783778,1.11490861682384,-0.0709056107416957,-3.21445574915338,6.140566601116,-0.0766997108535289,0.8940575702702,0.0129946456499001,-99.8532645173981,-16.8538232144873,138.591580569401,-20.5744138932926,40.3840966734458,1.21995610235421,-47.7349901197252,-18.0634922091454,83.6923112259447,-15.883763902548,42.5335964488441,1.16553459663083,"","Birds","Lincoln's Sparrow (Melospiza lincolnii)"
"Linum.lewisii","vplants",NA,"Linum lewisii","99003473",FALSE,TRUE,"South","Upland",TRUE,2017,2003,2016,"centre_plot","2014v2","v6","binomial_logit",0.00488099565678031,0.157983550443972,0.01,TRUE,TRUE,0.9,33.6316399565645,0.000557852795367886,299.742107174696,91.7861031427851,0.00282364754270913,661.778031069077,36.6413202053542,36.6413202053542,35.5580599100496,86.0211186305721,0.00968322502050815,4.62460257191528,0,0.111365387823765,0.262960183537616,0.490370217419257,0.25775881282014,56.7395930544766,1.699516973154,1.28225127481345,1.30113894936065,2.37318570731214,0.236739624164801,17.8578868900886,7.71951423223884,0.466545114082945,2.0687661421103,1.34317530606554,-0.270275759952155,-56.7787374102698,-1.85160597842375,-1.27566793544794,-1.13108491402889,-2.05130779652332,-96.2433001166618,-91.8494259070996,-100,-91.3148545833993,-79.7899998561392,-79.3370482592933,-114.165831303343,-317.947681938689,-23.9860426798739,-273.428634646712,-54.6743728546858,-152.720779429162,"","Vascular plants","Linum lewisii"
"Salix.pyrifolia","vplants",NA,"Salix pyrifolia","99003517",TRUE,FALSE,"North","Lowland",TRUE,2017,2003,2016,"centre_plot","2014v2","v6","binomial_logit",0.0812879621018981,0.242996627297597,0.01,TRUE,TRUE,0.9,4065.61004575323,3137.361084332,5027.34931760063,4697.94779981283,3252.44342457537,6008.25801626123,86.5401281366984,86.5401281366984,79.0118867448796,101.978651348029,3.03645222374962,47.0735475762553,352.341727037547,15.9558002060535,185.958732113871,96.9833983938212,9.2005374731298,831.728424106821,301.10996867647,19.0132555679358,111.642601641029,60.9926241455151,0.236739624164801,17.8578868900886,7.71951423223884,0.466545114082945,2.0687661421103,1.34317530606554,-0.131208040447486,-16.7020773743341,1.09051357197109,-0.0650806584527,1.5818849770064,0.766095660955195,-66.9970125917363,-94.3402742756079,17.0143016474232,-16.0806514747451,66.5661041398827,59.0084042989199,-55.4229318012891,-93.5277363841072,14.1267123702785,-13.9494888035907,76.4651424250765,57.0361632986883,"","Vascular plants","Salix pyrifolia"
"Salsola.tragus.collina","vplants",NA,"Salsola tragus/collina","99004258",FALSE,TRUE,"South","NotAssessed",FALSE,2017,2003,2016,"centre_plot","2014v2","v6","binomial_logit",0.000995290432419121,0.197406796834863,0.01,TRUE,FALSE,0.9,20.3884213552557,4.59152299327025e-06,77.9688620941387,2.07644394843887,1.2166645058983e-07,26.9920492557615,10.1844272896764,189.815572710324,151.348045089201,196.006086707497,0.0461697639488163,18.4388730779027,0,0.547021808268395,0.177669973501367,0.561628614100784,0.00542777132931218,1.31733599462153,0.0310172005616878,0.0262411843832481,0.0274758055565301,0.0518878744529451,0.236739624164801,17.8578868900886,7.71951423223884,0.466545114082945,2.0687661421103,1.34317530606554,1.96210413722629,824.56052310748,-1.49376536674671,25.0804084683665,7.2332396960562,24.5487358342168,750.621021918898,1299.70919743981,-100,1984.5926779799,546.641544815929,982.388939655066,828.80259025013,4617.34654375666,-19.3505099130244,5375.77346998164,349.640278271266,1827.66432075986,"Regional mean abundance <1% of provincial maximum.","Vascular plants","Salsola tragus/collina"
"Xanthoparmelia.camtschadalis","lichens",NA,"Xanthoparmelia camtschadalis","99002551",FALSE,TRUE,"South","Upland",TRUE,2017,2003,2016,"centre_plot","2014v2","v6","binomial_logit",5.38755049466253e-12,0.568923203185961,0.01,TRUE,FALSE,0.9,6.17049091595642e-06,2.55029518703511e-07,73.6031241251695,2.88458526647493e-05,1.47861829031523e-06,87.4300715646617,21.3912585204908,21.3912585204908,14.3577680783509,82.2545672514534,5.55569334368252e-13,8.29544826271784e-07,0,1.09534927100152e-10,7.42838212831634e-07,1.58938827126883e-06,2.21120048279039e-08,2.42215261214358e-05,2.53814174864654e-09,5.16489084516461e-07,3.86790071240437e-07,6.877877258923e-07,0.236739624164801,17.8578868900886,7.71951423223884,0.466545114082945,2.0687661421103,1.34317530606554,-0.0766538244355333,-81.0930485121346,-0.00879898326509946,-1.79013446262379,1.23431311159091,3.12558119135898,-99.9974874764243,-96.5751752300296,-100,-99.978792402321,92.0520375430913,131.087036222817,-32.3789584046026,-454.102151118129,-0.113983639389542,-383.700184309621,59.6642165813781,232.700912326517,"Regional mean abundance <1% of provincial maximum.","Lichens","Xanthoparmelia camtschadalis"
